Project_Name,Project_URL,Project_Hash,Num_Runs
aiotasks,https://github.com/cr0hn/aiotasks,ec485c84db55227c9283319a9c58401e294a06ff,180.0
aioworkers-mongo,https://github.com/aioworkers/aioworkers-mongo,552d7721c244740fb101c25f1ae4e1f6c7d04357,200.0
aioworkers-orm,https://github.com/aioworkers/aioworkers-orm,a470eaf2298e30b6c8e1e91034e50c064f07a3de,200.0
aioworkers-prometheus,https://github.com/aioworkers/aioworkers-prometheus,91915e094239ae01b3db432dbff5afd34ab36984,160.0
aioworkers-tg,https://github.com/aioworkers/aioworkers-tg,eccd0704c6b98956aa4a9f0dc89b1300138d113e,200.0
asgi-s3,https://github.com/erm/asgi-s3,ef898f9f013e0e5cd5c52f3503e27a41bca4fa2c,160.0
ashpool,https://github.com/cktc/ashpool,3a35638ecff85da94952cebf7f8684ed564693bc,200.0
astropy-helpers,https://github.com/astropy/astropy-helpers,e490b7636c73bf6e829cd00390018bf549702892,200.0
astwro,https://github.com/majkelx/astwro,0486bc622759ea214a376a9e4035d6d3e350f61b,160.0
asv,https://github.com/airspeed-velocity/asv,a131ca742daf53c4521fbfefeb53507b5c140c84,58.0
async-vk-api,https://github.com/Suenweek/async-vk-api,d10cdde800e4921e13f6d258d7a9f72bb4eeb37e,160.0
async_blp,https://github.com/rockscie/async_blp,acb8777ccf2499681bde87d76ca780b61219699c,60.0
axonius_api_client,https://github.com/Axonius/axonius_api_client,ad0b09496fb218ab9169b1a348cd39967d626100,180.0
baconql,https://github.com/lsenta/baconql,c5b3bda63e243bf450e593f3d8fdaa437b4d28f3,180.0
beem,https://github.com/holgern/beem,f3c3bd84daccac1ee4ed45c1ada0f88f29ca3f2f,187.0
benchexec,https://github.com/sosy-lab/benchexec,d29aba0c958dd034b172c099df6c4bf394087222,180.0
billots,https://github.com/billychasen/billots,9df622be6f1a5d94bee70ce4832f3b56b746ce69,140.0
bitcash,https://github.com/sporestack/bitcash,80a61111bd50cf37f6a601eecd0424f04b971514,180.0
bitcoin_graph,https://github.com/joeblankenship1/bitcoin_graph,8f5dee94b0cc82a0a0d8a412709a13a38d180167,200.0
bitmex-websocket,https://github.com/joliveros/bitmex-websocket,dcefdaffd226ee30308bfca86aab065dc57817d0,200.0
bleak,https://github.com/virantha/bleak,0226cdef0af2d6bcdf5a84d87c437ed75aaa7726,180.0
blindpie,https://github.com/alessiovierti/blindpie,300ea0b29e17a6c430da5e4f420ecc7cf0d445be,180.0
blmath,https://github.com/lace/blmath,2d8482a7a3f39f6491251b6e2c92564a62b68aa0,200.0
boo,https://github.com/ru-corporate/boo,f2faba41ec4a97673a3f1cb29cb80d2b7ca701ec,100.0
bookiesports,https://github.com/pbsa/bookiesports,6c19d1c5871ee2a3ff1719ebb85d027bd5e23d0a,180.0
booking-sites-parser,https://github.com/webmalc/booking-sites-parser,992d6a6f3774eeebfbbd535b5de3baa373137150,180.0
botanick,https://github.com/avidot/botanick,793908f8e2ea72a8fe9c5bf47a4482359564a8c0,180.0
brian2modelfitting,https://github.com/brian-team/brian2modelfitting,7f01463bf5be47cc82e26f033819c8a82cefac2b,180.0
cachepot,https://github.com/kitsuyui/cachepot,c2e6a1f6c1eb3f2359b95bd7208d9347f885aff3,200.0
caching-py35,https://github.com/bofm/python-caching,16de50c119f8896e923e3f10488ecf6ffe535f45,180.0
camel,https://github.com/eevee/camel,1f9132ce43f6933bd3e91681404aab817876b3e1,160.0
cantal,https://github.com/tailhook/cantal-py,108c81fd3d4667e124044c44a972cd73668d88ec,200.0
